Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Op-1-GetModels-47,1,60,60,60,60,60,60,60,0.000%,16.66667,5.06,2.05
Op-1-GetModels-50,1,26,26,26,26,26,26,26,0.000%,38.46154,11.68,4.73
Op-1-GetModels-40,1,179,179,179,179,179,179,179,0.000%,5.58659,1.70,0.69
Op-1-GetModels-52,1,44,44,44,44,44,44,44,0.000%,22.72727,6.90,2.80
Op-1-GetModels-54,1,47,47,47,47,47,47,47,0.000%,21.27660,6.46,2.62
Op-1-GetModels-55,1,49,49,49,49,49,49,49,0.000%,20.40816,6.20,2.51
Op-1-GetModels-42,1,179,179,179,179,179,179,179,0.000%,5.58659,1.70,0.69
Op-1-GetModels-56,1,51,51,51,51,51,51,51,0.000%,19.60784,5.96,2.41
Op-1-GetModels-58,1,30,30,30,30,30,30,30,0.000%,33.33333,10.12,4.10
Op-1-GetModels-57,1,47,47,47,47,47,47,47,0.000%,21.27660,6.46,2.62
Op-1-GetModels-43,1,178,178,178,178,178,178,178,0.000%,5.61798,1.71,0.69
Op-1-GetModels-53,1,86,86,86,86,86,86,86,0.000%,11.62791,3.53,1.43
Op-1-GetModels-59,1,33,33,33,33,33,33,33,0.000%,30.30303,9.20,3.73
Op-1-GetModels-60,1,18,18,18,18,18,18,18,0.000%,55.55556,16.87,6.84
Op-1-GetModels-51,1,22,22,22,22,22,22,22,0.000%,45.45455,13.81,5.59
Op-1-GetModels-48,1,157,157,157,157,157,157,157,0.000%,6.36943,1.93,0.78
Op-1-GetModels-49,1,153,153,153,153,153,153,153,0.000%,6.53595,1.99,0.80
Op-1-GetModels-61,1,37,37,37,37,37,37,37,0.000%,27.02703,8.21,3.33
Op-1-GetModels-62,1,64,64,64,64,64,64,64,0.000%,15.62500,4.75,1.92
Op-1-GetModels-64,1,64,64,64,64,64,64,64,0.000%,15.62500,4.75,1.92
Op-1-GetModels-68,1,45,45,45,45,45,45,45,0.000%,22.22222,6.75,2.73
Op-1-GetModels-65,1,68,68,68,68,68,68,68,0.000%,14.70588,4.47,1.81
Op-1-GetModels-69,1,34,34,34,34,34,34,34,0.000%,29.41176,8.93,3.62
Op-1-GetModels-63,1,74,74,74,74,74,74,74,0.000%,13.51351,4.10,1.66
Op-1-GetModels-66,1,61,61,61,61,61,61,61,0.000%,16.39344,4.98,2.02
Op-1-GetModels-70,1,28,28,28,28,28,28,28,0.000%,35.71429,10.85,4.39
Op-1-GetModels-72,1,28,28,28,28,28,28,28,0.000%,35.71429,10.85,4.39
Op-1-GetModels-67,1,79,79,79,79,79,79,79,0.000%,12.65823,3.84,1.56
Op-1-GetModels-74,1,18,18,18,18,18,18,18,0.000%,55.55556,16.87,6.84
Op-1-GetModels-75,1,32,32,32,32,32,32,32,0.000%,31.25000,9.49,3.85
Op-1-GetModels-71,1,88,88,88,88,88,88,88,0.000%,11.36364,3.45,1.40
Op-1-GetModels-78,1,23,23,23,23,23,23,23,0.000%,43.47826,13.20,5.35
Op-1-GetModels-81,1,21,21,21,21,21,21,21,0.000%,47.61905,14.46,5.86
Op-1-GetModels-73,1,94,94,94,94,94,94,94,0.000%,10.63830,3.23,1.31
Op-1-GetModels-76,1,71,71,71,71,71,71,71,0.000%,14.08451,4.28,1.73
Op-1-GetModels-80,1,33,33,33,33,33,33,33,0.000%,30.30303,9.20,3.73
Op-1-GetModels-79,1,55,55,55,55,55,55,55,0.000%,18.18182,5.52,2.24
Op-1-GetModels-82,1,54,54,54,54,54,54,54,0.000%,18.51852,5.62,2.28
Op-1-GetModels-85,1,62,62,62,62,62,62,62,0.000%,16.12903,4.90,1.98
Op-1-GetModels-84,1,79,79,79,79,79,79,79,0.000%,12.65823,3.84,1.56
Op-1-GetModels-86,1,48,48,48,48,48,48,48,0.000%,20.83333,6.33,2.56
Op-1-GetModels-83,1,84,84,84,84,84,84,84,0.000%,11.90476,3.62,1.46
Op-1-GetModels-91,1,17,17,17,17,17,17,17,0.000%,58.82353,17.87,7.24
Op-1-GetModels-77,1,150,150,150,150,150,150,150,0.000%,6.66667,2.02,0.82
Op-1-GetModels-87,1,55,55,55,55,55,55,55,0.000%,18.18182,5.52,2.24
Op-1-GetModels-89,1,89,89,89,89,89,89,89,0.000%,11.23596,3.41,1.38
Op-1-GetModels-93,1,55,55,55,55,55,55,55,0.000%,18.18182,5.52,2.24
Op-1-GetModels-90,1,82,82,82,82,82,82,82,0.000%,12.19512,3.70,1.50
Op-1-GetModels-94,1,38,38,38,38,38,38,38,0.000%,26.31579,7.99,3.24
Op-1-GetModels-96,1,24,24,24,24,24,24,24,0.000%,41.66667,12.65,5.13
Op-1-GetModels-92,1,64,64,64,64,64,64,64,0.000%,15.62500,4.75,1.92
Op-1-GetModels-95,1,41,41,41,41,41,41,41,0.000%,24.39024,7.41,3.00
Op-1-GetModels-98,1,12,12,12,12,12,12,12,0.000%,83.33333,25.31,10.25
Op-1-GetModels-88,1,110,110,110,110,110,110,110,0.000%,9.09091,2.76,1.12
Op-1-GetModels-97,1,42,42,42,42,42,42,42,0.000%,23.80952,7.23,2.93
Op-1-GetModels-100,1,27,27,27,27,27,27,27,0.000%,37.03704,11.25,4.56
Op-1-GetModels-99,1,70,70,70,70,70,70,70,0.000%,14.28571,4.34,1.76
Op-2-GetAnimations-8,1,10781,10781,10781,10781,10781,10781,10781,0.000%,.09276,0.02,0.01
Op-2-GetAnimations-2,1,11638,11638,11638,11638,11638,11638,11638,0.000%,.08593,0.02,0.01
Op-2-GetAnimations-1,1,11868,11868,11868,11868,11868,11868,11868,0.000%,.08426,0.02,0.01
Op-2-GetAnimations-18,1,11837,11837,11837,11837,11837,11837,11837,0.000%,.08448,0.02,0.01
Op-2-GetAnimations-13,1,11893,11893,11893,11893,11893,11893,11893,0.000%,.08408,0.02,0.01
Op-2-GetAnimations-7,1,14483,14483,14483,14483,14483,14483,14483,0.000%,.06905,0.02,0.01
Op-2-GetAnimations-4,1,16513,16513,16513,16513,16513,16513,16513,0.000%,.06056,0.01,0.01
Op-2-GetAnimations-98,1,21341,21341,21341,21341,21341,21341,21341,0.000%,.04686,0.01,0.01
Op-2-GetAnimations-88,1,21672,21672,21672,21672,21672,21672,21672,0.000%,.04614,0.01,0.01
Op-3-GetItems-8,1,11741,11741,11741,11741,11741,11741,11741,0.000%,.08517,0.10,0.01
Op-2-GetAnimations-80,1,26112,26112,26112,26112,26112,26112,26112,0.000%,.03830,0.01,0.01
Op-2-GetAnimations-94,1,28410,28410,28410,28410,28410,28410,28410,0.000%,.03520,0.01,0.01
Op-2-GetAnimations-11,1,29808,29808,29808,29808,29808,29808,29808,0.000%,.03355,0.01,0.00
Op-3-GetItems-98,1,15201,15201,15201,15201,15201,15201,15201,0.000%,.06579,0.08,0.01
Op-2-GetAnimations-17,1,39200,39200,39200,39200,39200,39200,39200,0.000%,.02551,0.01,0.00
Op-2-GetAnimations-90,1,41068,41068,41068,41068,41068,41068,41068,0.000%,.02435,0.01,0.00
Op-2-GetAnimations-28,1,43094,43094,43094,43094,43094,43094,43094,0.000%,.02321,0.01,0.00
Op-2-GetAnimations-51,1,43666,43666,43666,43666,43666,43666,43666,0.000%,.02290,0.01,0.00
Op-2-GetAnimations-22,1,45020,45020,45020,45020,45020,45020,45020,0.000%,.02221,0.01,0.00
Op-2-GetAnimations-61,1,48279,48279,48279,48279,48279,48279,48279,0.000%,.02071,0.01,0.00
Op-2-GetAnimations-37,1,49311,49311,49311,49311,49311,49311,49311,0.000%,.02028,0.00,0.00
Op-2-GetAnimations-43,1,50308,50308,50308,50308,50308,50308,50308,0.000%,.01988,0.00,0.00
Op-2-GetAnimations-59,1,55071,55071,55071,55071,55071,55071,55071,0.000%,.01816,0.00,0.00
Op-3-GetItems-18,1,48749,48749,48749,48749,48749,48749,48749,0.000%,.02051,0.03,0.00
Op-2-GetAnimations-9,1,62372,62372,62372,62372,62372,62372,62372,0.000%,.01603,0.00,0.00
Op-2-GetAnimations-71,1,63610,63610,63610,63610,63610,63610,63610,0.000%,.01572,0.00,0.00
Op-2-GetAnimations-91,1,64477,64477,64477,64477,64477,64477,64477,0.000%,.01551,0.00,0.00
Op-3-GetItems-1,1,53673,53673,53673,53673,53673,53673,53673,0.000%,.01863,0.02,0.00
Op-2-GetAnimations-36,1,65645,65645,65645,65645,65645,65645,65645,0.000%,.01523,0.00,0.00
Op-2-GetAnimations-79,1,67515,67515,67515,67515,67515,67515,67515,0.000%,.01481,0.00,0.00
Op-2-GetAnimations-85,1,71379,71379,71379,71379,71379,71379,71379,0.000%,.01401,0.00,0.00
Op-2-GetAnimations-30,1,72267,72267,72267,72267,72267,72267,72267,0.000%,.01384,0.00,0.00
Op-4-HideElement-18,1,12583,12583,12583,12583,12583,12583,12583,0.000%,.07947,0.02,0.03
Op-2-GetAnimations-40,1,75041,75041,75041,75041,75041,75041,75041,0.000%,.01333,0.00,0.00
Op-2-GetAnimations-52,1,87883,87883,87883,87883,87883,87883,87883,0.000%,.01138,0.00,0.00
Op-2-GetAnimations-19,1,90302,90302,90302,90302,90302,90302,90302,0.000%,.01107,0.00,0.00
Op-3-GetItems-4,1,74354,74354,74354,74354,74354,74354,74354,0.000%,.01345,0.02,0.00
Op-2-GetAnimations-95,1,90615,90615,90615,90615,90615,90615,90615,0.000%,.01104,0.00,0.00
Op-3-GetItems-2,1,82141,82141,82141,82141,82141,82141,82141,0.000%,.01217,0.01,0.00
Op-2-GetAnimations-27,1,94224,94224,94224,94224,94224,94224,94224,0.000%,.01061,0.00,0.00
Op-2-GetAnimations-33,1,94997,94997,94997,94997,94997,94997,94997,0.000%,.01053,0.00,0.00
Op-5-ShowElement-18,1,22314,22314,22314,22314,22314,22314,22314,0.000%,.04481,0.01,0.01
Op-2-GetAnimations-15,1,95626,95626,95626,95626,95626,95626,95626,0.000%,.01046,0.00,0.00
Op-3-GetItems-90,1,54743,54743,54743,54743,54743,54743,54743,0.000%,.01827,0.02,0.00
Op-2-GetAnimations-55,1,97190,97190,97190,97190,97190,97190,97190,0.000%,.01029,0.00,0.00
Op-3-GetItems-37,1,51582,51582,51582,51582,51582,51582,51582,0.000%,.01939,0.02,0.00
Op-2-GetAnimations-70,1,109069,109069,109069,109069,109069,109069,109069,0.000%,.00917,0.00,0.00
Op-2-GetAnimations-16,1,110426,110426,110426,110426,110426,110426,110426,0.000%,.00906,0.00,0.00
Op-2-GetAnimations-10,1,115198,115198,115198,115198,115198,115198,115198,0.000%,.00868,0.00,0.00
Op-3-GetItems-7,1,102036,102036,102036,102036,102036,102036,102036,0.000%,.00980,0.01,0.00
Op-2-GetAnimations-65,1,116717,116717,116717,116717,116717,116717,116717,0.000%,.00857,0.00,0.00
Op-2-GetAnimations-93,1,118970,118970,118970,118970,118970,118970,118970,0.000%,.00841,0.00,0.00
Op-2-GetAnimations-5,1,121659,121659,121659,121659,121659,121659,121659,0.000%,.00822,0.00,0.00
Op-2-GetAnimations-64,1,122393,122393,122393,122393,122393,122393,122393,0.000%,.00817,0.00,0.00
Op-2-GetAnimations-50,1,123491,123491,123491,123491,123491,123491,123491,0.000%,.00810,0.00,0.00
Op-2-GetAnimations-31,1,123965,123965,123965,123965,123965,123965,123965,0.000%,.00807,0.00,0.00
Op-2-GetAnimations-58,1,124876,124876,124876,124876,124876,124876,124876,0.000%,.00801,0.00,0.00
Op-2-GetAnimations-60,1,125437,125437,125437,125437,125437,125437,125437,0.000%,.00797,0.00,0.00
Op-4-HideElement-4,1,35222,35222,35222,35222,35222,35222,35222,0.000%,.02839,0.01,0.01
Op-4-HideElement-8,1,104567,104567,104567,104567,104567,104567,104567,0.000%,.00956,0.00,0.00
Op-2-GetAnimations-42,1,129364,129364,129364,129364,129364,129364,129364,0.000%,.00773,0.00,0.00
Op-2-GetAnimations-12,1,129983,129983,129983,129983,129983,129983,129983,0.000%,.00769,0.00,0.00
Op-3-GetItems-43,1,95422,95422,95422,95422,95422,95422,95422,0.000%,.01048,0.01,0.00
Op-2-GetAnimations-69,1,145995,145995,145995,145995,145995,145995,145995,0.000%,.00685,0.00,0.00
Op-2-GetAnimations-38,1,146876,146876,146876,146876,146876,146876,146876,0.000%,.00681,0.00,0.00
Op-2-GetAnimations-26,1,147067,147067,147067,147067,147067,147067,147067,0.000%,.00680,0.00,0.00
Op-2-GetAnimations-39,1,147073,147073,147073,147073,147073,147073,147073,0.000%,.00680,0.00,0.00
Op-2-GetAnimations-49,1,147264,147264,147264,147264,147264,147264,147264,0.000%,.00679,0.00,0.00
Op-2-GetAnimations-87,1,147603,147603,147603,147603,147603,147603,147603,0.000%,.00677,0.00,0.00
Op-3-GetItems-64,1,25602,25602,25602,25602,25602,25602,25602,0.000%,.03906,0.05,0.01
Op-2-GetAnimations-6,1,149116,149116,149116,149116,149116,149116,149116,0.000%,.00671,0.00,0.00
Op-2-GetAnimations-3,1,149520,149520,149520,149520,149520,149520,149520,0.000%,.00669,0.00,0.00
Op-3-GetItems-40,1,74653,74653,74653,74653,74653,74653,74653,0.000%,.01340,0.02,0.00
Op-2-GetAnimations-66,1,157646,157646,157646,157646,157646,157646,157646,0.000%,.00634,0.00,0.00
Op-2-GetAnimations-45,1,158698,158698,158698,158698,158698,158698,158698,0.000%,.00630,0.00,0.00
Op-2-GetAnimations-68,1,158935,158935,158935,158935,158935,158935,158935,0.000%,.00629,0.00,0.00
Op-3-GetItems-31,1,35913,35913,35913,35913,35913,35913,35913,0.000%,.02785,0.03,0.00
Op-2-GetAnimations-54,1,159967,159967,159967,159967,159967,159967,159967,0.000%,.00625,0.00,0.00
Op-3-GetItems-16,1,52341,52341,52341,52341,52341,52341,52341,0.000%,.01911,0.02,0.00
Op-2-GetAnimations-35,1,168553,168553,168553,168553,168553,168553,168553,0.000%,.00593,0.00,0.00
Op-3-GetItems-45,1,11457,11457,11457,11457,11457,11457,11457,0.000%,.08728,0.11,0.01
Op-3-GetItems-68,1,12008,12008,12008,12008,12008,12008,12008,0.000%,.08328,0.10,0.01
Op-4-HideElement-98,1,138274,138274,138274,138274,138274,138274,138274,0.000%,.00723,0.00,0.00
Op-3-GetItems-54,1,20745,20745,20745,20745,20745,20745,20745,0.000%,.04820,0.06,0.01
Op-2-GetAnimations-62,1,181567,181567,181567,181567,181567,181567,181567,0.000%,.00551,0.00,0.00
Op-2-GetAnimations-63,1,182540,182540,182540,182540,182540,182540,182540,0.000%,.00548,0.00,0.00
Op-3-GetItems-71,1,118955,118955,118955,118955,118955,118955,118955,0.000%,.00841,0.01,0.00
Op-3-GetItems-55,1,87708,87708,87708,87708,87708,87708,87708,0.000%,.01140,0.01,0.00
Op-3-GetItems-15,1,92910,92910,92910,92910,92910,92910,92910,0.000%,.01076,0.01,0.00
Op-5-ShowElement-4,1,64480,64480,64480,64480,64480,64480,64480,0.000%,.01551,0.00,0.00
Op-4-HideElement-31,1,30619,30619,30619,30619,30619,30619,30619,0.000%,.03266,0.01,0.01
Op-3-GetItems-65,1,74030,74030,74030,74030,74030,74030,74030,0.000%,.01351,0.02,0.00
Op-2-GetAnimations-100,1,190680,190680,190680,190680,190680,190680,190680,0.000%,.00524,0.00,0.00
Op-3-GetItems-11,1,166215,166215,166215,166215,166215,166215,166215,0.000%,.00602,0.01,0.00
Op-2-GetAnimations-56,1,196792,196792,196792,196792,196792,196792,196792,0.000%,.00508,0.00,0.00
Op-3-GetItems-61,1,153007,153007,153007,153007,153007,153007,153007,0.000%,.00654,0.01,0.00
Op-3-GetItems-91,1,139722,139722,139722,139722,139722,139722,139722,0.000%,.00716,0.01,0.00
Op-3-GetItems-39,1,57706,57706,57706,57706,57706,57706,57706,0.000%,.01733,0.02,0.00
Op-3-GetItems-35,1,38468,38468,38468,38468,38468,38468,38468,0.000%,.02600,0.03,0.00
Op-2-GetAnimations-46,1,207182,207182,207182,207182,207182,207182,207182,0.000%,.00483,0.00,0.00
Op-2-GetAnimations-86,1,207181,207181,207181,207181,207181,207181,207181,0.000%,.00483,0.00,0.00
Op-3-GetItems-94,1,178709,178709,178709,178709,178709,178709,178709,0.000%,.00560,0.01,0.00
Op-2-GetAnimations-53,1,208054,208054,208054,208054,208054,208054,208054,0.000%,.00481,0.00,0.00
Op-4-HideElement-65,1,17356,17356,17356,17356,17356,17356,17356,0.000%,.05762,0.01,0.02
Op-3-GetItems-86,1,12042,12042,12042,12042,12042,12042,12042,0.000%,.08304,0.10,0.01
Op-4-HideElement-11,1,25351,25351,25351,25351,25351,25351,25351,0.000%,.03945,0.01,0.01
Op-3-GetItems-70,1,115278,115278,115278,115278,115278,115278,115278,0.000%,.00867,0.01,0.00
Op-6-ChangeTextureColor-18,1,131369,131369,131369,131369,131369,131369,131369,0.000%,.00761,0.00,0.00
Op-4-HideElement-37,1,126760,126760,126760,126760,126760,126760,126760,0.000%,.00789,0.00,0.00
Op-3-GetItems-26,1,80711,80711,80711,80711,80711,80711,80711,0.000%,.01239,0.02,0.00
Op-3-GetItems-38,1,80957,80957,80957,80957,80957,80957,80957,0.000%,.01235,0.02,0.00
Op-3-GetItems-22,1,183597,183597,183597,183597,183597,183597,183597,0.000%,.00545,0.01,0.00
Op-2-GetAnimations-34,1,230101,230101,230101,230101,230101,230101,230101,0.000%,.00435,0.00,0.00
Op-3-GetItems-42,1,101437,101437,101437,101437,101437,101437,101437,0.000%,.00986,0.01,0.00
Op-3-GetItems-3,1,83052,83052,83052,83052,83052,83052,83052,0.000%,.01204,0.01,0.00
Op-3-GetItems-62,1,51301,51301,51301,51301,51301,51301,51301,0.000%,.01949,0.02,0.00
Op-4-HideElement-40,1,83421,83421,83421,83421,83421,83421,83421,0.000%,.01199,0.00,0.00
Op-2-GetAnimations-47,1,243166,243166,243166,243166,243166,243166,243166,0.000%,.00411,0.00,0.00
Op-4-HideElement-15,1,56149,56149,56149,56149,56149,56149,56149,0.000%,.01781,0.00,0.01
Op-5-ShowElement-31,1,54242,54242,54242,54242,54242,54242,54242,0.000%,.01844,0.00,0.01
Op-5-ShowElement-40,1,11930,11930,11930,11930,11930,11930,11930,0.000%,.08382,0.02,0.03
Op-3-GetItems-51,1,202280,202280,202280,202280,202280,202280,202280,0.000%,.00494,0.01,0.00
Op-4-HideElement-64,1,98048,98048,98048,98048,98048,98048,98048,0.000%,.01020,0.00,0.00
Op-4-HideElement-61,1,44859,44859,44859,44859,44859,44859,44859,0.000%,.02229,0.01,0.01
Op-3-GetItems-36,1,180891,180891,180891,180891,180891,180891,180891,0.000%,.00553,0.01,0.00
Op-4-HideElement-62,1,23806,23806,23806,23806,23806,23806,23806,0.000%,.04201,0.01,0.02
Op-3-GetItems-50,1,133668,133668,133668,133668,133668,133668,133668,0.000%,.00748,0.01,0.00
Op-4-HideElement-55,1,72789,72789,72789,72789,72789,72789,72789,0.000%,.01374,0.00,0.01
Op-3-GetItems-27,1,165022,165022,165022,165022,165022,165022,165022,0.000%,.00606,0.01,0.00
Op-2-GetAnimations-82,1,261599,261599,261599,261599,261599,261599,261599,0.000%,.00382,0.00,0.00
Op-4-HideElement-16,1,101058,101058,101058,101058,101058,101058,101058,0.000%,.00990,0.00,0.00
Op-2-GetAnimations-21,1,263988,263988,263988,263988,263988,263988,263988,0.000%,.00379,0.00,0.00
Op-3-GetItems-53,1,56081,56081,56081,56081,56081,56081,56081,0.000%,.01783,0.02,0.00
Op-2-GetAnimations-97,1,268491,268491,268491,268491,268491,268491,268491,0.000%,.00372,0.00,0.00
Op-5-ShowElement-64,1,23221,23221,23221,23221,23221,23221,23221,0.000%,.04306,0.01,0.01
Op-4-HideElement-35,1,63381,63381,63381,63381,63381,63381,63381,0.000%,.01578,0.00,0.01
Op-3-GetItems-79,1,202719,202719,202719,202719,202719,202719,202719,0.000%,.00493,0.01,0.00
Op-5-ShowElement-98,1,102561,102561,102561,102561,102561,102561,102561,0.000%,.00975,0.00,0.00
Op-3-GetItems-66,1,120139,120139,120139,120139,120139,120139,120139,0.000%,.00832,0.01,0.00
Op-4-HideElement-50,1,21128,21128,21128,21128,21128,21128,21128,0.000%,.04733,0.01,0.02
Op-3-GetItems-58,1,157432,157432,157432,157432,157432,157432,157432,0.000%,.00635,0.01,0.00
Op-3-GetItems-97,1,13848,13848,13848,13848,13848,13848,13848,0.000%,.07221,0.09,0.01
Op-3-GetItems-60,1,157675,157675,157675,157675,157675,157675,157675,0.000%,.00634,0.01,0.00
Op-4-HideElement-26,1,56836,56836,56836,56836,56836,56836,56836,0.000%,.01759,0.00,0.01
Op-2-GetAnimations-78,1,284997,284997,284997,284997,284997,284997,284997,0.000%,.00351,0.00,0.00
Op-3-GetItems-5,1,167402,167402,167402,167402,167402,167402,167402,0.000%,.00597,0.01,0.00
Op-4-HideElement-42,1,60931,60931,60931,60931,60931,60931,60931,0.000%,.01641,0.00,0.01
Op-6-ChangeTextureColor-98,1,16448,16448,16448,16448,16448,16448,16448,0.000%,.06080,0.01,0.02
Op-2-GetAnimations-92,1,294174,294174,294174,294174,294174,294174,294174,0.000%,.00340,0.00,0.00
Op-4-HideElement-54,1,113920,113920,113920,113920,113920,113920,113920,0.000%,.00878,0.00,0.00
Op-3-GetItems-87,1,151847,151847,151847,151847,151847,151847,151847,0.000%,.00659,0.01,0.00
Op-3-GetItems-100,1,109643,109643,109643,109643,109643,109643,109643,0.000%,.00912,0.01,0.00
Op-6-ChangeTextureColor-31,1,56414,56414,56414,56414,56414,56414,56414,0.000%,.01773,0.00,0.01
Op-2-GetAnimations-41,1,305037,305037,305037,305037,305037,305037,305037,0.000%,.00328,0.00,0.00
Op-5-ShowElement-37,1,78446,78446,78446,78446,78446,78446,78446,0.000%,.01275,0.00,0.00
Op-2-GetAnimations-83,1,305966,305966,305966,305966,305966,305966,305966,0.000%,.00327,0.00,0.00
Op-4-HideElement-70,1,86902,86902,86902,86902,86902,86902,86902,0.000%,.01151,0.00,0.00
Op-5-ShowElement-62,1,54665,54665,54665,54665,54665,54665,54665,0.000%,.01829,0.00,0.01
Op-3-GetItems-85,1,241379,241379,241379,241379,241379,241379,241379,0.000%,.00414,0.01,0.00
Op-4-HideElement-43,1,171357,171357,171357,171357,171357,171357,171357,0.000%,.00584,0.00,0.00
Op-2-GetAnimations-89,1,320500,320500,320500,320500,320500,320500,320500,0.000%,.00312,0.00,0.00
Op-2-GetAnimations-48,1,321484,321484,321484,321484,321484,321484,321484,0.000%,.00311,0.00,0.00
Op-3-GetItems-59,1,266639,266639,266639,266639,266639,266639,266639,0.000%,.00375,0.00,0.00
Op-2-GetAnimations-96,1,322447,322447,322447,322447,322447,322447,322447,0.000%,.00310,0.00,0.00
Op-2-GetAnimations-24,1,328499,328499,328499,328499,328499,328499,328499,0.000%,.00304,0.00,0.00
Op-4-HideElement-3,1,101165,101165,101165,101165,101165,101165,101165,0.000%,.00988,0.00,0.00
Op-2-GetAnimations-74,1,333447,333447,333447,333447,333447,333447,333447,0.000%,.00300,0.00,0.00
Op-5-ShowElement-26,1,50453,50453,50453,50453,50453,50453,50453,0.000%,.01982,0.00,0.01
Op-3-GetItems-41,1,30701,30701,30701,30701,30701,30701,30701,0.000%,.03257,0.04,0.00
Op-5-ShowElement-15,1,92455,92455,92455,92455,92455,92455,92455,0.000%,.01082,0.00,0.00
Op-3-GetItems-52,1,249522,249522,249522,249522,249522,249522,249522,0.000%,.00401,0.00,0.00
Op-5-ShowElement-55,1,79996,79996,79996,79996,79996,79996,79996,0.000%,.01250,0.00,0.00
Op-2-GetAnimations-14,1,340885,340885,340885,340885,340885,340885,340885,0.000%,.00293,0.00,0.00
Op-5-ShowElement-35,1,73392,73392,73392,73392,73392,73392,73392,0.000%,.01363,0.00,0.00
